Date,Open,High,Low,Close,Adj Close,Volume,portfolio value
1950-01-03,16.65999984741211,16.65999984741211,16.65999984741211,16.65999984741211,16.65999984741211,1260000,100.04462307192176
1950-01-04,16.850000381469727,16.850000381469727,16.850000381469727,16.850000381469727,16.850000381469727,1890000,99.27769218873743
1950-01-05,16.93000030517578,16.93000030517578,16.93000030517578,16.93000030517578,16.93000030517578,2550000,100.20990582846642
1950-01-06,16.979999542236328,16.979999542236328,16.979999542236328,16.979999542236328,16.979999542236328,2010000,100.08205120492988
1950-01-09,17.079999923706055,17.079999923706055,17.079999923706055,17.079999923706055,17.079999923706055,2520000,99.11048590311187
1950-01-10,17.030000686645508,17.030000686645508,17.030000686645508,17.030000686645508,17.030000686645508,2160000,100.26301360605805
1950-01-11,17.09000015258789,17.09000015258789,17.09000015258789,17.09000015258789,17.09000015258789,2630000,101.45132686063428
1950-01-12,16.760000228881836,16.760000228881836,16.760000228881836,16.760000228881836,16.760000228881836,2970000,100.3601830778191
1950-01-13,16.670000076293945,16.670000076293945,16.670000076293945,16.670000076293945,16.670000076293945,3330000,98.75704257886352
1950-01-16,16.719999313354492,16.719999313354492,16.719999313354492,16.719999313354492,16.719999313354492,1460000,99.76276282410285
1950-01-17,16.860000610351562,16.860000610351562,16.860000610351562,16.860000610351562,16.860000610351562,1790000,100.3501043942932
1950-01-18,16.850000381469727,16.850000381469727,16.850000381469727,16.850000381469727,16.850000381469727,1570000,100.71194558626456
1950-01-19,16.8700008392334,16.8700008392334,16.8700008392334,16.8700008392334,16.8700008392334,1170000,98.80968240950085
1950-01-20,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,1440000,99.7829499399891
1950-01-23,16.920000076293945,16.920000076293945,16.920000076293945,16.920000076293945,16.920000076293945,1340000,99.6351506642136
1950-01-24,16.860000610351562,16.860000610351562,16.860000610351562,16.860000610351562,16.860000610351562,1250000,100.31166625252273
1950-01-25,16.739999771118164,16.739999771118164,16.739999771118164,16.739999771118164,16.739999771118164,1700000,99.76500942268876
1950-01-26,16.729999542236328,16.729999542236328,16.729999542236328,16.729999542236328,16.729999542236328,1150000,99.89466792733072
1950-01-27,16.81999969482422,16.81999969482422,16.81999969482422,16.81999969482422,16.81999969482422,1250000,101.13248391700536
1950-01-30,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,1640000,99.82072533108627
1950-01-31,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,1690000,98.57512241131982
1950-02-01,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,1810000,100.18231134068267
1950-02-02,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,2040000,101.32517414971294
1950-02-03,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,2210000,99.32328535582752
1950-02-06,17.31999969482422,17.31999969482422,17.31999969482422,17.31999969482422,17.31999969482422,1490000,99.92228726483604
1950-02-07,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,1360000,100.73423341478568
1950-02-08,17.209999084472656,17.209999084472656,17.209999084472656,17.209999084472656,17.209999084472656,1470000,99.27714800589747
