,Close,portfolio value
0,100.0,101.32773360117453
1,101.2054055375267,100.41390225337865
2,103.01744110480709,99.52676238123472
3,103.40239842715742,98.72110596933447
4,99.74546082828518,98.30886330011882
5,100.5964036398819,101.40792610693721
6,98.3425858560825,100.03220615123884
7,96.24491888854239,98.6906975022677
8,97.39586920657582,100.93753645974887
9,101.79183289809114,99.65837772492878
10,99.80344815000764,97.74767458840519
11,99.43823950629766,101.78223426631008
12,101.19509305088086,98.82080479990708
13,106.76377615292122,100.23372088575115
14,105.88081256560076,100.50355165849739
15,109.2294423349104,100.00688104233784
16,106.76642533443011,100.21364250448015
17,107.91726786143153,101.86761133879124
18,104.7058669592684,100.97543049350816
19,108.01064739815205,100.70111942222209
20,106.59251413256308,98.65814883814805
21,109.02246376827978,98.74964532031963
22,110.75412620952551,100.35739771131222
23,113.88148488217607,101.75319781118931
24,114.70549191200857,101.29156959701666
25,114.0672047692205,101.46570668451561
26,113.33318516214803,100.14248836418408
27,111.89893735935176,100.3171631685654
28,113.0333548868155,101.8417423305935
29,113.26658169137171,101.51237057028885
30,113.22048832613363,100.60185506483708
31,112.43469670277454,99.57516276976095
32,110.18136006471396,98.61081149567269
33,111.15974929302632,99.20545936912636
34,111.2799781222184,99.51810812086893
35,114.47291332587959,98.87719842448107
36,113.58689606534769,101.66145623721408
37,114.83209248437683,101.40656529005496
38,115.08164587595513,99.2942260044092
39,116.51070973900617,98.5919339191917
40,118.35914056331292,98.94509359181714
41,120.05383201451411,99.58944618910948
42,120.69757011711222,100.64220355461407
43,122.61660665508207,99.47502158704208
44,122.53432455429028,100.25791761604636
45,126.1296433410958,100.43815887390666
46,121.84765431567175,99.20033638041636
47,120.47287825524819,100.30528407504198
48,120.87711025753276,98.8427131247891
49,122.2747986693767,100.48588272718568
50,128.561255479744,98.85883077202755
51,136.16259646881085,100.89648622264421
52,133.68143317799485,101.46208205733625
53,130.6648162157214,101.17993478782203
54,129.80122825949587,100.10653502348251
55,127.83991918311004,100.53669477555253
56,130.0406828012707,100.98579380950306
57,132.67376531387137,99.15668740735556
58,133.44427889520603,100.56689063505833
59,133.5300239547484,99.81769049167194
60,135.85122036003617,99.20496757165647
61,127.24674956133326,101.22846662253222
62,127.75221660470717,100.70513426455503
63,126.8186070583224,101.61499452588917
64,129.66692659220885,100.65488177052688
65,124.81748737076441,99.48845544723824
66,125.0733548473155,101.82322765414699
67,124.02022617585762,98.58353756162067
68,124.4391887076719,99.99510135642765
69,128.72686314455908,101.13731989383294
70,124.80563905784112,99.85656244106688
71,128.15941802985705,101.53620219866879
72,127.19025922499449,99.00965623711899
73,118.8723647529983,99.46459946497242
74,117.76954017723943,98.97881066376301
75,123.32820064453527,100.46155140707542
76,127.1781730433468,98.99498161769881
77,122.09982514299232,98.5862492227588
78,119.94834583332062,98.2609119221926
79,120.1887863096491,98.24940458804048
80,119.33562710920577,99.64009702362456
81,117.78920736989144,99.48776042590009
82,117.78874970567654,100.70935412005885
83,117.4181824520632,99.25772418628513
84,122.61685051103586,98.66089168021581
85,122.6530566416059,100.44562946168013
86,121.52920603620336,100.03693481607614
87,121.50845591819031,100.6531983039283
88,124.93600559807419,99.82797983714147
89,121.62304729736822,99.40362808125982
90,121.52566711054362,97.60020204788844
91,117.62573055708614,100.83049876825514
92,119.16989570352851,100.00601798307255
93,123.09806260584767,100.47106361825588
94,127.81338364722113,99.67713654657395
95,128.56185076024866,98.67022333721421
96,128.83146204028353,100.7722023542024
97,124.91349214049201,98.89628295845294
98,122.89397427697838,99.26264048780854
99,118.98028778416152,99.27637690897706
100,121.60273592596957,99.98442633183083
101,119.72977291671891,98.47937479079226
102,122.52980953068105,99.01480149207023
103,124.10418131098578,100.23449710771037
104,126.22552924455199,99.71004432918137
105,128.0902986211309,100.32275578064312
106,120.99300718300157,99.48368016045241
107,123.10785379271888,100.19663420190804
108,124.24720803935598,100.01399054718011
109,123.81180598692674,100.61020643563295
110,121.37842008014104,100.45047316153337
111,124.26642490406874,99.63096557702139
112,124.38460887375795,101.55634419502348
113,124.50412250002063,99.45482653966694
114,120.60337616768813,100.46361777706697
115,117.74173730290325,102.03707835657
116,119.2906491235047,99.40214041192627
117,119.54331082572321,100.1472183426313
118,122.45169776391704,99.71639831332669
119,119.87268242053692,100.16329924371736
120,124.11698181082944,99.30480559167206
121,123.04136671222379,100.91149187383597
122,126.61390714845626,99.38011353051537
123,126.91056123669043,100.58950676021638
124,124.32805953402533,100.07649288421794
125,124.57313379627001,100.03223162175468
126,125.34997720141409,99.79571799172186
127,124.31990041120065,100.4344498017676
128,131.30749659425692,100.68867062967264
129,138.08226557778298,98.55648723490239
130,140.46356381860386,101.60348794233904
131,139.37039673050938,100.32336522961529
132,134.22912105901113,99.02550523557075
133,137.2039710110081,99.48902262150781
134,139.19383388442742,100.1742060269838
135,140.02544842004414,98.00731572579257
136,143.1602661966895,99.61137377316496
137,143.4412885137768,100.288424343114
138,144.268975289252,100.57299578752496
139,140.6549769353491,99.92398516299792
140,143.84315770030778,99.23102130273845
141,141.71003866144858,100.24833719222644
142,139.56966816414302,100.21697023585185
143,142.61524110058113,100.43793818759426
144,141.4972209481271,99.62719299201761
145,141.74960863242794,102.18882988163627
146,146.64152894170914,100.79852584203665
147,149.81747146247645,100.42995614087513
148,148.84547584509582,100.56925750470124
149,152.45909142844752,99.28553198574426
150,155.3116843839337,99.16987005089898
151,162.78819028034684,98.73306122482053
152,161.7727510346073,101.0665314884684
153,163.00618107750253,99.02735432058788
154,168.5426391682898,102.0160589897561
155,169.18760375906731,97.82287245987209
156,171.78971207686448,100.11359455584716
157,166.73099695472342,99.12601106280967
158,164.88746191450744,99.47971938247889
159,158.23230015014812,99.69214589530452
160,162.39245197185167,101.26130270743288
161,161.98614245877087,101.02874269611465
162,156.40976140311415,99.49759047715321
163,162.78753704905904,100.44629246215398
164,157.68237486431963,100.68573725230172
165,154.66793048417966,99.77603946363519
166,154.17740099990417,100.05942438981185
167,160.34628846878493,101.34980667779182
168,169.56808392307084,100.04450615092233
169,170.56564908900694,100.86934811232459
170,174.4848985222214,100.55254750245876
171,173.22004042638002,99.87555075349592
172,163.450281831325,102.35007415437663
173,162.91493739588913,101.1181099896961
174,160.4354810123917,100.07943065877605
175,164.0579224897394,99.93046543706129
176,167.69370734205793,98.06263690337441
177,172.09405644325756,99.62817424109564
178,172.75912078947192,99.71636937098357
179,173.3814096045048,101.16837144409587
180,175.708383078842,100.00156009831367
181,173.22921208239637,99.35573262931301
182,167.29966416243926,99.31354005188979
183,167.41271971972475,99.43199713332393
184,171.7361776317647,100.37991921053134
185,177.45301275631974,100.09074285648985
186,171.30410120760723,99.71116825222285
187,164.87706125486824,100.74834457608645
188,169.55395648008044,99.83187847264153
189,162.93079855214472,99.54202907715093
190,169.4961528725656,100.55163840168011
191,176.68305539158314,100.20449642852351
192,170.80621757200575,98.78249324611815
193,169.99779756777986,99.30672720027063
194,177.73496573234937,100.2100628351719
195,183.88052173809808,100.18918202380124
196,177.1811856238566,98.28873853594094
197,177.90184241075576,99.81254278345565
198,175.09102695660764,101.81184661922731
199,177.46381544012985,99.47764555426417
200,166.61751760100668,99.37881547094597
201,160.3369780833178,99.96533480140147
202,154.1346582030274,101.87609681853009
203,153.75988391425457,99.99077164127667
204,153.19455776265167,100.03950252940778
205,153.26377214851544,99.75205249895802
206,156.1345133629023,99.83167850349427
207,152.8812609135467,98.01221939763556
208,152.48494617183454,100.44249725872443
209,148.88101545934833,98.89927243659254
210,144.86441227898285,99.83548310673167
211,148.42610932644573,100.12668541206236
212,153.7052947691557,100.25359566511547
213,148.45897325992325,102.0081780786715
214,153.8458388134587,99.59538090681625
215,154.95954901047918,99.59435422078904
216,152.3733862097394,101.22093917855751
217,152.2450750745292,100.628080211615
218,161.79591918207328,98.89581517733467
219,161.4848536735826,100.80918774405079
220,154.719888656019,101.28629374903309
221,158.7800531322131,101.43182187714717
222,161.07827126027152,100.12350420863379
223,159.9968628048296,101.32753806207863
224,153.39306206739698,100.26657797550743
225,153.90607689426565,98.56064508742415
226,155.13678369028378,98.85920300092039
227,150.81881728003526,101.2154567822777
228,150.3042605743549,101.3437689122543
229,148.9474782582989,99.22360365536333
230,150.75807130811089,101.10466268553112
231,154.7754630208945,98.97800722576922
232,156.95006630812048,98.54576448161136
233,157.2829383186358,99.81570067150848
234,155.6185931983318,99.26858801349277
235,153.9836410963631,102.44716925585115
236,157.19751765853292,101.26195668497107
237,152.14829305338947,100.34663916979204
238,152.20199049008505,101.57437341628555
239,158.01865194874532,99.58667647779428
240,161.25478836548888,98.68546296996593
241,165.4205594027598,100.96756480938505
242,159.3280496901358,99.80264083863031
243,154.61893584724822,99.40413926907723
244,156.82025807944711,98.8559865336806
245,152.44308432452112,101.99634060453326
246,150.43814798366822,101.16768673914375
247,148.46800480633095,98.42386150446441
248,143.02592537363492,98.59424209629597
249,145.56690090152057,100.16269034975912
250,146.33903514996445,100.56415094853838
251,144.6490405293535,99.00934948390147
252,140.7258192487816,100.81153917967869
253,131.74476232117328,100.52375905431745
254,127.7663327648261,99.36655224824989
255,126.16523383263845,101.41875042355868
256,127.14355976971005,100.91709737438933
257,122.50532554844243,99.5058559899201
258,122.65380224484241,100.8221873518237
259,130.67480290064734,99.3751541978158
260,131.85316206822193,98.8342614759094
261,131.28199004536964,100.76214268646554
262,135.03643732512097,99.02157513814825
263,137.81390608243694,98.42947043432251
264,140.73557311926507,100.98316008736057
265,140.71695401499872,99.24578573309181
266,135.7307629026133,100.31421399066546
267,130.49793492659586,98.34041177164771
268,129.4736785203479,101.82770297245064
269,133.13612768969352,100.73024045657024
270,135.20044244261743,99.12793005882968
271,139.0985806448397,100.3275328386809
272,143.60815380997073,99.88746401727077
273,139.91641964756175,99.52042164807965
274,139.4191029036579,98.41449452194746
275,145.6806771324972,99.9631315746646
276,148.18113044843216,99.18409631993273
277,148.73630045204743,99.74129100395436
278,152.7954733170182,100.91962725039123
279,156.00382914555578,100.43859534279547
280,158.2446065548883,99.59025696204563
281,160.6374460811461,100.97721185697893
282,156.92513779882037,101.00361267235967
283,155.68386552197362,99.94730917794502
284,159.69021489939684,100.68767816527765
285,158.32013353883914,100.91990438016022
