Date,Open,High,Low,Close,Adj Close,Volume,portfolio value
1950-01-03,16.65999984741211,16.65999984741211,16.65999984741211,16.65999984741211,16.65999984741211,1260000,99.15499702142206
1950-01-04,16.850000381469727,16.850000381469727,16.850000381469727,16.850000381469727,16.850000381469727,1890000,102.09817946141388
1950-01-05,16.93000030517578,16.93000030517578,16.93000030517578,16.93000030517578,16.93000030517578,2550000,98.6726477302701
1950-01-06,16.979999542236328,16.979999542236328,16.979999542236328,16.979999542236328,16.979999542236328,2010000,100.37203929841664
1950-01-09,17.079999923706055,17.079999923706055,17.079999923706055,17.079999923706055,17.079999923706055,2520000,98.17901056361487
1950-01-10,17.030000686645508,17.030000686645508,17.030000686645508,17.030000686645508,17.030000686645508,2160000,99.38771159851872
1950-01-11,17.09000015258789,17.09000015258789,17.09000015258789,17.09000015258789,17.09000015258789,2630000,99.17349218530718
1950-01-12,16.760000228881836,16.760000228881836,16.760000228881836,16.760000228881836,16.760000228881836,2970000,99.98417296976636
1950-01-13,16.670000076293945,16.670000076293945,16.670000076293945,16.670000076293945,16.670000076293945,3330000,99.57825667929427
1950-01-16,16.719999313354492,16.719999313354492,16.719999313354492,16.719999313354492,16.719999313354492,1460000,100.30835106500697
1950-01-17,16.860000610351562,16.860000610351562,16.860000610351562,16.860000610351562,16.860000610351562,1790000,101.97029727104483
1950-01-18,16.850000381469727,16.850000381469727,16.850000381469727,16.850000381469727,16.850000381469727,1570000,100.61539232869642
1950-01-19,16.8700008392334,16.8700008392334,16.8700008392334,16.8700008392334,16.8700008392334,1170000,99.65992241973316
1950-01-20,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,1440000,100.69068246204627
1950-01-23,16.920000076293945,16.920000076293945,16.920000076293945,16.920000076293945,16.920000076293945,1340000,102.6227406491459
1950-01-24,16.860000610351562,16.860000610351562,16.860000610351562,16.860000610351562,16.860000610351562,1250000,99.29878808829928
1950-01-25,16.739999771118164,16.739999771118164,16.739999771118164,16.739999771118164,16.739999771118164,1700000,99.15096323773538
1950-01-26,16.729999542236328,16.729999542236328,16.729999542236328,16.729999542236328,16.729999542236328,1150000,101.26589544088719
1950-01-27,16.81999969482422,16.81999969482422,16.81999969482422,16.81999969482422,16.81999969482422,1250000,101.0139307802233
1950-01-30,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,1640000,100.78944976355756
1950-01-31,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,1690000,100.49578660922727
1950-02-01,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,1810000,101.20253263745857
1950-02-02,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,2040000,100.00520215047781
1950-02-03,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,2210000,99.25730124789092
1950-02-06,17.31999969482422,17.31999969482422,17.31999969482422,17.31999969482422,17.31999969482422,1490000,99.62339792491002
1950-02-07,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,1360000,101.0387916286197
1950-02-08,17.209999084472656,17.209999084472656,17.209999084472656,17.209999084472656,17.209999084472656,1470000,100.31615751160888
1950-02-09,17.280000686645508,17.280000686645508,17.280000686645508,17.280000686645508,17.280000686645508,1810000,101.5457578498879
1950-02-10,17.239999771118164,17.239999771118164,17.239999771118164,17.239999771118164,17.239999771118164,1790000,99.67542701200182
1950-02-14,17.059999465942383,17.059999465942383,17.059999465942383,17.059999465942383,17.059999465942383,2210000,100.09217243505012
1950-02-15,17.059999465942383,17.059999465942383,17.059999465942383,17.059999465942383,17.059999465942383,1730000,100.27252936164948
1950-02-16,16.989999771118164,16.989999771118164,16.989999771118164,16.989999771118164,16.989999771118164,1920000,100.31416150556717
1950-02-17,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,1940000,99.24805018172829
1950-02-20,17.200000762939453,17.200000762939453,17.200000762939453,17.200000762939453,17.200000762939453,1420000,102.44182305580789
1950-02-21,17.170000076293945,17.170000076293945,17.170000076293945,17.170000076293945,17.170000076293945,1260000,101.29019680570609
1950-02-23,17.209999084472656,17.209999084472656,17.209999084472656,17.209999084472656,17.209999084472656,1310000,100.69683461491573
1950-02-24,17.280000686645508,17.280000686645508,17.280000686645508,17.280000686645508,17.280000686645508,1710000,99.19359266870336
1950-02-27,17.280000686645508,17.280000686645508,17.280000686645508,17.280000686645508,17.280000686645508,1410000,100.74598234643449
1950-02-28,17.219999313354492,17.219999313354492,17.219999313354492,17.219999313354492,17.219999313354492,1310000,102.0743722823133
1950-03-01,17.239999771118164,17.239999771118164,17.239999771118164,17.239999771118164,17.239999771118164,1410000,101.69810110636604
1950-03-02,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,1340000,98.02636018229629
1950-03-03,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,1520000,99.37180916045133
1950-03-06,17.31999969482422,17.31999969482422,17.31999969482422,17.31999969482422,17.31999969482422,1470000,101.48582830740119
1950-03-07,17.200000762939453,17.200000762939453,17.200000762939453,17.200000762939453,17.200000762939453,1590000,101.65077988991827
1950-03-08,17.190000534057617,17.190000534057617,17.190000534057617,17.190000534057617,17.190000534057617,1360000,100.07515426015418
1950-03-09,17.06999969482422,17.06999969482422,17.06999969482422,17.06999969482422,17.06999969482422,1330000,98.94623345753607
1950-03-10,17.09000015258789,17.09000015258789,17.09000015258789,17.09000015258789,17.09000015258789,1260000,99.62761317943362
1950-03-13,17.1200008392334,17.1200008392334,17.1200008392334,17.1200008392334,17.1200008392334,1060000,99.49658866559952
1950-03-14,17.25,17.25,17.25,17.25,17.25,1140000,100.41200674694667
1950-03-15,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,1830000,100.63663987792816
1950-03-16,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,2060000,98.73149348113256
1950-03-17,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,1600000,101.53077758633826
1950-03-20,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,1430000,100.08390445154322
1950-03-21,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,1400000,99.41493692322105
1950-03-22,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,2010000,100.73420390715657
1950-03-23,17.559999465942383,17.559999465942383,17.559999465942383,17.559999465942383,17.559999465942383,2020000,100.17804536706655
1950-03-24,17.559999465942383,17.559999465942383,17.559999465942383,17.559999465942383,17.559999465942383,1570000,102.36025555720498
1950-03-27,17.459999084472656,17.459999084472656,17.459999084472656,17.459999084472656,17.459999084472656,1930000,99.19294604331913
1950-03-28,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,1780000,100.29548011247948
1950-03-29,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,2090000,99.50770600944175
1950-03-30,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,2370000,100.6923458819154
1950-03-31,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,1880000,100.73490302724805
